,name,nutritions,tags,Ingredients,persons,time,url,image
695,Gevulde kalkoen met paddenstoelen &amp; pancetta,"['energie', '485 kcal', 'koolhydraten', '5 g', 'natrium', '715 mg', 'eiwit', '50 g', 'vet', '29 g', 'waarvan verzadigd', '7 g', 'vezels', '1 g']","['lactosevrij', 'vooraf te maken', 'oven', 'amerikaans', 'hoofdgerecht']","['sjalot', 'rozemarijn', 'paddenstoelentrio', 'gepelde pistachenoten', 'pancetta', 'traditionele olijfolie', 'speltbrood', 'kipgehakt gekruid']",9,25,https://www.ah.nl/allerhande/recept/R-R1187914/gevulde-kalkoen-met-paddenstoelen-en-pancetta,https://static.ah.nl/static/recepten/img_085996_1024x748_JPG.jpg
696,Kalkoenfricandeau met gepofte-knoflooksaus,"['energie', '415 kcal', 'koolhydraten', '9 g', 'natrium', '915 mg', 'eiwit', '30 g', 'vet', '27 g', 'waarvan verzadigd', '10 g', 'vezels', '1 g']","['vooraf te maken', 'oven', 'hoofdgerecht']","['traditionele olijfolie', 'witte vermout', 'knoflook', 'sjalot', 'verse slagroom', 'bladselderij']",4,20,https://www.ah.nl/allerhande/recept/R-R1187911/kalkoenfricandeau-met-gepofte-knoflooksaus,https://static.ah.nl/static/recepten/img_086011_1024x748_JPG.jpg
697,Porchetta met ovenaardappelen,"['energie', '510 kcal', 'koolhydraten', '26 g', 'natrium', '379 mg', 'eiwit', '26 g', 'vet', '33 g', 'waarvan verzadigd', '12 g', 'vezels', '5 g']","['vooraf te maken', 'oven', 'italiaans', 'hoofdgerecht']","['takje rozemarijn', 'venkelzaad', 'traditionele olijfolie', 'porchetta']",8,15,https://www.ah.nl/allerhande/recept/R-R1187910/porchetta-met-ovenaardappelen,https://static.ah.nl/static/recepten/img_086024_1024x748_JPG.jpg
698,Struisvogelfilet met boter-kappertjessaus ,"['energie', '395 kcal', 'koolhydraten', '1 g', 'natrium', '365 mg', 'eiwit', '28 g', 'vet', '31 g', 'waarvan verzadigd', '20 g', 'vezels', '0 g']","['glutenvrij', 'oven', 'hoofdgerecht']","['ongezouten roomboter', 'zout', 'kappertjes', 'citroen', 'verse platte peterselie']",4,15,https://www.ah.nl/allerhande/recept/R-R1187881/struisvogelfilet-met-boter-kappertjessaus,https://static.ah.nl/static/recepten/img_085499_1024x748_JPG.jpg
699,Kalkoen met appel-salie-pecannotenvulling,"['energie', '670 kcal', 'koolhydraten', '8 g', 'waarvan suikers', '4 g', 'natrium', '520 mg', 'eiwit', '66 g', 'vet', '41 g', 'waarvan verzadigd', '14 g', 'vezels', '2 g']","['oven', 'amerikaans', 'hoofdgerecht']","['gezouten pecannoten', 'verse salie', 'Jazz appel', 'scharrel braadworst', 'panko', 'AH Biologisch gerookte spekreepjes', 'kalkoen', 'ongezouten roomboter']",6,25,https://www.ah.nl/allerhande/recept/R-R1187880/kalkoen-met-appel-salie-pecannotenvulling,https://static.ah.nl/static/recepten/img_RAM_PRD126687_1024x748_JPG.jpg
700,Kalfsrack met paprikatapenade,"['energie', '490 kcal', 'koolhydraten', '3 g', 'natrium', '580 mg', 'eiwit', '36 g', 'vet', '37 g', 'waarvan verzadigd', '11 g', 'vezels', '1 g']","['oven', 'hoofdgerecht']","['citroen', 'gerookte-paprikapoeder zoet', 'extra vierge olijfolie', 'kalfsrack van de vakslager', 'gegrilde rode paprika', 'verse munt', 'feta']",4,20,https://www.ah.nl/allerhande/recept/R-R1187879/kalfsrack-met-paprikatapenade,https://static.ah.nl/static/recepten/img_085729_1024x748_JPG.jpg
701,Romige zalmschotel met groente onder een pureedakje,"['energie', '615 kcal', 'koolhydraten', '52 g', 'natrium', '885 mg', 'eiwit', '31 g', 'vet', '30 g', 'waarvan verzadigd', '13 g', 'vezels', '7 g']","['vooraf te maken', 'oven', 'hoofdgerecht']","['Franse roerbakgroente', 'tarwebloem', 'kookroom light', 'roze zalm in blik', 'verse dille', 'aardappelpuree met boter']",4,15,https://www.ah.nl/allerhande/recept/R-R1187873/romige-zalmschotel-met-groente-onder-een-pureedakje,https://static.ah.nl/static/recepten/img_085504_1024x748_JPG.jpg
702,Kerstpizza,"['energie', '715 kcal', 'koolhydraten', '100 g', 'natrium', '1635 mg', 'eiwit', '26 g', 'vet', '22 g', 'waarvan verzadigd', '11 g', 'vezels', '8 g']","['oven', 'kindergerecht', 'hoofdgerecht']","['broccoli', 'rode puntpaprika', 'mais in blik', 'pizzabodems houtoven naturel', 'verse groene asperge', 'kerstster van Gelderse worst', 'diepvries tuinerwten', 'snoeptomaatjes', 'groene paprika']",4,15,https://www.ah.nl/allerhande/recept/R-R1187850/kerstpizza,https://static.ah.nl/static/recepten/img_086295_1024x748_JPG.jpg
703,Roastbeef met peperkorst en peperroomsaus,"['energie', '515 kcal', 'koolhydraten', '3 g', 'natrium', '1060 mg', 'eiwit', '33 g', 'vet', '41 g', 'waarvan verzadigd', '20 g', 'vezels', '1 g']","['vooraf te maken', 'oven', 'hoofdgerecht']","['verse slagroom', 'runderbouillontablet minder zout', '4-seizoenenpeperkorrels', 'ongezouten roomboter', 'fleur de sel zout']",4,20,https://www.ah.nl/allerhande/recept/R-R1187839/roastbeef-met-peperkorst-en-peperroomsaus,https://static.ah.nl/static/recepten/img_086030_1024x748_JPG.jpg
704,Miniquiches met truffelbrie,"['energie', '685 kcal', 'koolhydraten', '27 g', 'natrium', '745 mg', 'eiwit', '20 g', 'vet', '54 g', 'waarvan verzadigd', '29 g', 'vezels', '5 g']","['zonder vlees/vis', 'vooraf te maken', 'oven', 'quiche', 'brunch', 'hoofdgerecht']","['gesneden prei', 'vers bladerdeeg', 'middelgroot ei', 'crème fraîche', 'gedroogde nootmuskaat', 'truffelbrie', 'olijfolie met truffelaroma', 'semi-zongedroogde tomaten', 'waterkers']",4,20,https://www.ah.nl/allerhande/recept/R-R1187837/miniquiches-met-truffelbrie,https://static.ah.nl/static/recepten/img_086014_1024x748_JPG.jpg
705,Italiaanse gevulde parelhoenfiletrolletjes met peterseliepesto en pancetta,"['energie', '550 kcal', 'koolhydraten', '2 g', 'natrium', '640 mg', 'eiwit', '28 g', 'vet', '48 g', 'waarvan verzadigd', '12 g', 'vezels', '1 g']","['vooraf te maken', 'oven', 'italiaans', 'hoofdgerecht']","['verse peterselie', 'gezouten pecannoten', 'teen knoflook', 'olijfolie extra vierge', 'parelhoenfilet', 'gerookt ontbijtspek', 'ongezouten roomboter']",4,25,https://www.ah.nl/allerhande/recept/R-R1187834/italiaanse-gevulde-parelhoenfiletrolletjes-met-peterseliepesto-en-pancetta,https://static.ah.nl/static/recepten/img_085997_1024x748_JPG.jpg
706,"Plaattaart met zoete aardappel, jalapeño en geitenkaas","['energie', '735 kcal', 'koolhydraten', '59 g', 'natrium', '1640 mg', 'eiwit', '24 g', 'vet', '42 g', 'waarvan verzadigd', '21 g', 'vezels', '11 g']","['vegetarisch', 'oven', 'hoofdgerecht']","['semi-gedroogde tomaten', 'Ketoembar gemalen koriander', 'gedroogde oregano', 'vers bladerdeeg', 'geitenkaas 55+', 'jalapeñopeper', 'verse koriander']",4,10,https://www.ah.nl/allerhande/recept/R-R1187824/plaattaart-met-zoete-aardappel-jalapen-o-en-geitenkaas,https://static.ah.nl/static/recepten/img_RAM_PRD123123_1024x748_JPG.jpg
707,"Kabeljauw, kruidige krieltjes &amp; bietensalade","['energie', '405 kcal', 'koolhydraten', '59 g', 'natrium', '780 mg', 'eiwit', '33 g', 'vet', '2 g', 'waarvan verzadigd', '0 g', 'vezels', '12 g']","['glutenvrij', 'slank', 'oven', 'hoofdgerecht']","['dijonnaise', 'krieltjes', 'kappertjes', 'geraspte bieten', 'veldsla', 'dille']",2,15,https://www.ah.nl/allerhande/recept/R-R1187823/kabeljauw-kruidige-krieltjes-en-bietensalade,https://static.ah.nl/static/recepten/img_085332_1024x748_JPG.jpg
708,Lasagnerolletjes gevuld met gehakt en ricotta uit de oven,"['energie', '760 kcal', 'koolhydraten', '54 g', 'waarvan suikers', '16 g', 'natrium', '1160 mg', 'eiwit', '40 g', 'vet', '41 g', 'waarvan verzadigd', '19 g', 'vezels', '7 g']","['vooraf te maken', 'oven', 'italiaans', 'pasta', 'hoofdgerecht']","['ricotta', 'ui', 'traditionele olijfolie', 'rundergehakt voor pasta bolognese', 'pastasaus basilicum', 'verse lasagnebladen', 'geraspte kaas voor ovengratin']",4,30,https://www.ah.nl/allerhande/recept/R-R1187816/lasagnerolletjes-gevuld-met-gehakt-en-ricotta-uit-de-oven,https://static.ah.nl/static/recepten/img_085337_1024x748_JPG.jpg
709,Iberico spareribs char siu,"['energie', '610 kcal', 'koolhydraten', '31 g', 'natrium', '2565 mg', 'eiwit', '31 g', 'vet', '40 g', 'waarvan verzadigd', '14 g', 'vezels', '0 g']","['lactosevrij', 'oven', 'spaans', 'hoofdgerecht']","['knoflook', '5 spicekruiden', 'zout', 'char siu saus']",4,20,https://www.ah.nl/allerhande/recept/R-R1187807/iberico-spareribs-char-siu,https://static.ah.nl/static/recepten/img_085741_1024x748_JPG.jpg
710,Zoete aardappel met blauwe-kaassaus en kip,"['energie', '655 kcal', 'koolhydraten', '36 g', 'natrium', '420 mg', 'eiwit', '33 g', 'vet', '40 g', 'waarvan verzadigd', '20 g', 'vezels', '10 g']","['oven', 'hoofdgerecht']","['kipdijfilet', 'kruidenmix al-andalus', 'traditionele olijfolie', 'broccoli', 'rode peper', 'crème fraîche', 'blauwaderkaasblokjes 50+']",2,5,https://www.ah.nl/allerhande/recept/R-R1187806/zoete-aardappel-met-blauwe-kaassaus-en-kip,https://static.ah.nl/static/recepten/img_085114_1024x748_JPG.jpg
711,Linzenschotel met puree en gehakt,"['energie', '695 kcal', 'koolhydraten', '51 g', 'natrium', '845 mg', 'eiwit', '31 g', 'vet', '39 g', 'waarvan verzadigd', '15 g', 'vezels', '10 g']","['glutenvrij', 'oven', 'hoofdgerecht']","['rundergehakt', 'Franse roerbakgroente courgette &amp; rode ui', 'Hak linzencurry', 'verse peterselie', 'Ilchester Cheddar tophat 48+', 'verse aardappelpuree']",4,15,https://www.ah.nl/allerhande/recept/R-R1187783/linzenschotel-met-puree-en-gehakt,https://static.ah.nl/static/recepten/img_085143_1024x748_JPG.jpg
712,Gegratineerde krokante kiphaasjes met courgettespaghetti,"['energie', '675 kcal', 'koolhydraten', '76 g', 'natrium', '520 mg', 'eiwit', '29 g', 'vet', '27 g', 'waarvan verzadigd', '7 g', 'vezels', '7 g']","['oven', 'italiaans', 'pasta', 'hoofdgerecht']","['gepaneerde kipfilethaasjes', 'spaghettini', 'AH Biologisch buffelmozzarella 52+', 'polpa au basilic', 'nebula cherrytomaat', 'courgette spaghetti', 'biologische tuinkers in bakje']",4,20,https://www.ah.nl/allerhande/recept/R-R1187773/gegratineerde-krokante-kiphaasjes-met-courgettespaghetti,https://static.ah.nl/static/recepten/img_119314_1024x748_JPG.jpg
713,Rosbief in saliesaus met appel en geroosterde groenten ,"['energie', '320 kcal', 'koolhydraten', '33 g', 'natrium', '715 mg', 'eiwit', '21 g', 'vet', '10 g', 'waarvan verzadigd', '5 g', 'vezels', '5 g']","['slank', 'oven', 'hoofdgerecht']","['rode ui', 'winterpeen', 'Pink Lady appel', 'ongezouten roomboter', 'culinaire rosbief', 'gerookte spekreepjes', 'Crisp Apple Cider', 'vleesfond', 'vers salieblaadje']",8,45,https://www.ah.nl/allerhande/recept/R-R1187771/rosbief-in-saliesaus-met-appel-en-geroosterde-groenten,https://static.ah.nl/static/recepten/img_085183_1024x748_JPG.jpg
714,Spruitjesgratin met zoete aardappel,"['energie', '665 kcal', 'koolhydraten', '64 g', 'natrium', '1075 mg', 'eiwit', '22 g', 'vet', '32 g', 'waarvan verzadigd', '20 g', 'vezels', '12 g']","['zonder vlees/vis', 'oven', 'hollands', 'hoofdgerecht']","['verse bieslook', 'Goudse belegen komijnekaas 48+', 'zoete-aardappelpuree', 'panko Japans paneermeel']",4,10,https://www.ah.nl/allerhande/recept/R-R1187741/spruitjesgratin-met-zoete-aardappel,https://static.ah.nl/static/recepten/img_085163_1024x748_JPG.jpg
715,Ovengroente met gehaktballetjes in tomatensaus,"['energie', '750 kcal', 'koolhydraten', '54 g', 'natrium', '700 mg', 'eiwit', '32 g', 'vet', '41 g', 'waarvan verzadigd', '9 g', 'vezels', '18 g']","['oven', 'hoofdgerecht']","['knoflook', 'rundergehakt', 'baharat kruidenmix', 'ui', 'traditionele olijfolie', 'tomatenblokjes', 'kikkererwten in blik', 'tomaat']",2,25,https://www.ah.nl/allerhande/recept/R-R1187723/ovengroente-met-gehaktballetjes-in-tomatensaus,https://static.ah.nl/static/recepten/img_084562_1024x748_JPG.jpg
716,Courgettefrittata met naanbrood en frisse yoghurtdip,"['energie', '630 kcal', 'koolhydraten', '42 g', 'natrium', '830 mg', 'eiwit', '32 g', 'vet', '36 g', 'waarvan verzadigd', '11 g', 'vezels', '4 g']","['zonder vlees/vis', 'vooraf te maken', 'oven', 'hoofdgerecht']","['rode ui', 'traditionele olijfolie', 'zhug kruidenmix', 'courgette', 'cherrytomaten', 'middelgroot ei', 'water', 'witte kaas', 'mini-naans naturel', 'verse platte peterselie', 'Griekse yoghurt (0% vet)']",2,15,https://www.ah.nl/allerhande/recept/R-R1187702/courgettefrittata-met-naanbrood-en-frisse-yoghurtdip,https://static.ah.nl/static/recepten/img_104769_1024x748_JPG.jpg
717,Mediterrane ovenschotel met bladerdeegdakje,"['energie', '715 kcal', 'koolhydraten', '48 g', 'natrium', '1070 mg', 'eiwit', '32 g', 'vet', '41 g', 'waarvan verzadigd', '15 g', 'vezels', '13 g']","['vooraf te maken', 'oven', 'mediterraan', 'hoofdgerecht']","['flageolets', 'kippenbouillontablet', 'traditionele olijfolie', 'rundergehakt', 'gedroogde dragon', 'Italiaanse roerbakgroente champignons', 'rol vers bladerdeeg', 'middelgroot ei']",4,20,https://www.ah.nl/allerhande/recept/R-R1187701/mediterrane-ovenschotel-met-bladerdeegdakje,https://static.ah.nl/static/recepten/img_103309_1024x748_JPG.jpg
718,Geroosterde aubergine in pittige tomatensaus,"['energie', '890 kcal', 'koolhydraten', '89 g', 'natrium', '1035 mg', 'eiwit', '39 g', 'vet', '40 g', 'waarvan verzadigd', '16 g', 'vezels', '9 g']","['oven', 'mediterraan', 'pasta', 'hoofdgerecht']","['traditionele olijfolie', 'gedroogde Italiaanse kruiden', 'ui', 'knoflook', 'gepelde tomaten in blik', 'chilivlokken', 'gegrilde sardines', 'buffelmozzarella', 'verse pappardelle', 'verse peterselie', 'kappertjes']",2,25,https://www.ah.nl/allerhande/recept/R-R1187694/geroosterde-aubergine-in-pittige-tomatensaus,https://static.ah.nl/static/recepten/img_083587_1024x748_JPG.jpg
719,Cheeseburger met groentefriet en yoghurtmayo,"['energie', '820 kcal', 'koolhydraten', '34 g', 'natrium', '1105 mg', 'eiwit', '41 g', 'vet', '56 g', 'waarvan verzadigd', '19 g', 'vezels', '9 g']","['oven', 'hoofdgerecht']","['traditionele olijfolie', 'Black Angus burger', 'cheddar kaasplakjes', 'Twentse bol', 'tomaat', 'Griekse yoghurt (0% vet)', 'mayonaise', 'botersla', 'ketchup']",4,20,https://www.ah.nl/allerhande/recept/R-R1187692/cheeseburger-met-groentefriet-en-yoghurtmayo,https://static.ah.nl/static/recepten/img_083586_1024x748_JPG.jpg
720,Gestoofde kabeljauw in tomatensaus,"['energie', '565 kcal', 'koolhydraten', '73 g', 'natrium', '1000 mg', 'eiwit', '37 g', 'vet', '12 g', 'waarvan verzadigd', '2 g', 'vezels', '8 g']","['oven', 'italiaans', 'pasta', 'hoofdgerecht']","['teen knoflook', 'gedroogde oregano', 'Grand’Italia Sugocasa Erbe in fles', 'balsamicoazijn', 'verse groene asperge', 'verse kabeljauwfilet', 'Taggia olijven', 'volkorenspaghetti', 'citroen']",4,15,https://www.ah.nl/allerhande/recept/R-R1187689/gestoofde-kabeljauw-in-tomatensaus,https://static.ah.nl/static/recepten/img_083429_1024x748_JPG.jpg
721,Empanada's met geitenkaas,"['energie', '540 kcal', 'koolhydraten', '36 g', 'natrium', '435 mg', 'eiwit', '14 g', 'vet', '36 g', 'waarvan verzadigd', '13 g', 'vezels', '8 g']","['oven', 'zuid-amerikaans', 'hoofdgerecht']","['HAK doperwten, linzen en maismix in zak', 'geitenkaas', 'gedroogde dragon', 'rode puntpaprika', 'rode ui', 'tabasco chipotle pepper sauce', 'traditionele olijfolie', 'mesclunsalade']",4,20,https://www.ah.nl/allerhande/recept/R-R1187686/empanada-s-met-geitenkaas,https://static.ah.nl/static/recepten/img_083434_1024x748_JPG.jpg
722,Zalmlasagne met romige tomatensaus,"['energie', '740 kcal', 'koolhydraten', '53 g', 'natrium', '1715 mg', 'eiwit', '39 g', 'vet', '40 g', 'waarvan verzadigd', '19 g', 'vezels', '5 g']","['oven', 'italiaans', 'hoofdgerecht']","['traditionele olijfolie', 'koelverse gesneden andijvie', 'sugo tradizionale tomatensaus in pot', 'zuivelspread naturel', 'verse lasagnebladen', 'geraspte Goudse belegen kaas 48+', 'warmgerookte zalmstukken']",4,15,https://www.ah.nl/allerhande/recept/R-R1187685/zalmlasagne-met-romige-tomatensaus,https://static.ah.nl/static/recepten/img_083475_1024x748_JPG.jpg
723,Piri-piri drumsticks met wortel en aardappel,"['energie', '335 kcal', 'koolhydraten', '32 g', 'natrium', '325 mg', 'eiwit', '19 g', 'vet', '14 g', 'waarvan verzadigd', '3 g', 'vezels', '7 g']","['glutenvrij', 'lactosevrij', 'slank', 'oven', 'hoofdgerecht']","['kipdrumsticks', 'aardappelpartjes met schil', 'peri-perisaus met citroen en kruiden', 'traditionele olijfolie', 'snoepgroente tomatenmix', 'veldsla']",4,10,https://www.ah.nl/allerhande/recept/R-R1187680/piri-piri-drumsticks-met-wortel-en-aardappel,https://static.ah.nl/static/recepten/img_088312_1024x748_JPG.jpg
724,"Traybake met gehaktballetjes, groentefriet en gremolata ","['energie', '610 kcal', 'koolhydraten', '26 g', 'natrium', '940 mg', 'eiwit', '26 g', 'vet', '41 g', 'waarvan verzadigd', '11 g', 'vezels', '16 g']","['glutenvrij', 'lactosevrij', 'oven', 'hoofdgerecht']","['traditionele olijfolie', 'venkelzaad', 'venkelworst', 'citroen', 'verse peterselie', 'teen knoflook', 'cherrytomaten aan de tak']",2,35,https://www.ah.nl/allerhande/recept/R-R1187669/traybake-met-gehaktballetjes-groentefriet-en-gremolata,https://static.ah.nl/static/recepten/img_083371_1024x748_JPG.jpg
725,Miljuschka Witzenhausens zalm met aardappelen en groenten op 1 plaat,"['energie', '740 kcal', 'koolhydraten', '28 g', 'natrium', '975 mg', 'eiwit', '42 g', 'vet', '50 g', 'waarvan verzadigd', '11 g', 'vezels', '8 g']","['glutenvrij', 'lactosevrij', 'oven', 'hoofdgerecht']","['voorgekookte aardappelschijfjes', 'traditionele olijfolie', 'verse zalmfilet', 'cherrytomaten', 'verse groene asperge', 'pancetta', 'gedroogde oregano', 'limoen']",4,15,https://www.ah.nl/allerhande/recept/R-R1187662/miljuschka-witzenhausens-zalm-met-aardappelen-en-groenten-op-1-plaat,https://static.ah.nl/static/recepten/img_083449_1024x748_JPG.jpg
726,Smeuïge mac and cheese met bloemkoolroosjes,"['energie', '795 kcal', 'koolhydraten', '83 g', 'natrium', '1130 mg', 'eiwit', '35 g', 'vet', '34 g', 'waarvan verzadigd', '19 g', 'vezels', '8 g']","['oven', 'amerikaans', 'pasta', 'hoofdgerecht']","['koelvers bloemkoolroosje', 'magere gerookte spekreepjes', 'ui', 'ongezouten roomboter', 'tarwebloem', 'halfvolle melk', 'gedroogde nootmuskaat', 'zout', 'geraspte Goudse belegen kaas 48+', 'panko Japans paneermeel']",4,25,https://www.ah.nl/allerhande/recept/R-R1187652/smeuige-mac-and-cheese-met-bloemkoolroosjes,https://static.ah.nl/static/recepten/img_083071_1024x748_JPG.jpg
727,Gegrilde filetlapjes met ovenaardappel en salade,"['energie', '615 kcal', 'koolhydraten', '59 g', 'natrium', '520 mg', 'eiwit', '35 g', 'vet', '24 g', 'waarvan verzadigd', '4 g', 'vezels', '12 g']","['lactosevrij', 'oven', 'hollands', 'hoofdgerecht']","['traditionele olijfolie', 'gedroogde rozemarijn', 'rode ui', 'tomaat', 'komkommer', 'gesneden ijsbergsla', 'honing-mosterddressing', 'saladepittenmix', 'varkensfiletlapjes']",4,25,https://www.ah.nl/allerhande/recept/R-R1187651/gegrilde-filetlapjes-met-ovenaardappel-en-salade,https://static.ah.nl/static/recepten/img_104728_1024x748_JPG.jpg
728,"Plaattaart met knolselderij, witlof, peer en gorgonzola","['energie', '645 kcal', 'koolhydraten', '46 g', 'waarvan suikers', '13 g', 'natrium', '560 mg', 'eiwit', '19 g', 'vet', '40 g', 'waarvan verzadigd', '21 g', 'vezels', '11 g']","['zonder vlees/vis', 'budget', 'oven', 'hoofdgerecht']","['crème fraîche light', 'knolselderij', 'stronk witlof', 'gorgonzola', 'Conference peer', 'ongebrande walnoten']",4,15,https://www.ah.nl/allerhande/recept/R-R1187639/plaattaart-met-knolselderij-witlof-peer-en-gorgonzola,https://static.ah.nl/static/recepten/img_RAM_PRD127701_1024x748_JPG.jpg
729,"Aardappel, pastinaak en biet met worst ","['energie', '760 kcal', 'koolhydraten', '49 g', 'natrium', '1435 mg', 'eiwit', '26 g', 'vet', '49 g', 'waarvan verzadigd', '15 g', 'vezels', '10 g']","['glutenvrij', 'lactosevrij', 'oven', 'hoofdgerecht']","['koelvers gekookt bietje', 'aardappelpartjes met schil', 'olijfolie knoflook/chilipeper', '(scharrel)braadworst', 'currysaus']",4,10,https://www.ah.nl/allerhande/recept/R-R1187638/aardappel-pastinaak-en-biet-met-worst,https://static.ah.nl/static/recepten/img_083411_1024x748_JPG.jpg
730,"Traybake kip met gnocchi, courgette en pesto","['energie', '525 kcal', 'koolhydraten', '52 g', 'natrium', '680 mg', 'eiwit', '41 g', 'vet', '16 g', 'waarvan verzadigd', '3 g', 'vezels', '4 g']","['oven', 'mediterraan', 'hoofdgerecht']","['kiphaasjes', 'pesto arrabbiata', 'courgette', 'gnocchi', 'milde olijfolie', 'cottagecheese']",4,15,https://www.ah.nl/allerhande/recept/R-R1187637/traybake-kip-met-gnocchi-courgette-en-pesto,https://static.ah.nl/static/recepten/img_083501_1024x748_JPG.jpg
731,"Gehaktballetjes, aardappel &amp; kool","['energie', '525 kcal', 'koolhydraten', '40 g', 'natrium', '400 mg', 'eiwit', '20 g', 'vet', '30 g', 'waarvan verzadigd', '8 g', 'vezels', '7 g']","['lactosevrij', 'oven', 'hollands', 'hoofdgerecht']","['middelgrote ui', 'bakaardappeltjes', 'traditionele olijfolie', 'Euroma Original spices by Jonnie Boer Vadouvan', 'rundergehaktballetjes', 'cherrytomaten', 'koelverse babyboerenkool']",4,10,https://www.ah.nl/allerhande/recept/R-R1187636/gehaktballetjes-aardappel-en-kool,https://static.ah.nl/static/recepten/img_102508_1024x748_JPG.jpg
732,"Bakplaat met pangasius, kriel, wortel en sinaasappel","['energie', '425 kcal', 'koolhydraten', '33 g', 'natrium', '440 mg', 'eiwit', '35 g', 'vet', '15 g', 'waarvan verzadigd', '3 g', 'vezels', '8 g']","['lactosevrij', 'zonder vlees', 'oven', 'hoofdgerecht']","['geschilde bospeen', 'krieltjes', 'handsinaasappel', 'milde olijfolie', 'mosterd', 'verse pangasiusfilet', 'verse platte peterselie']",4,15,https://www.ah.nl/allerhande/recept/R-R1187635/bakplaat-met-pangasius-kriel-wortel-en-sinaasappel,https://static.ah.nl/static/recepten/img_RAM_PRD123136_1024x748_JPG.jpg
733,Groentelasagne met ricotta,"['energie', '495 kcal', 'koolhydraten', '29 g', 'natrium', '1170 mg', 'eiwit', '21 g', 'vet', '31 g', 'waarvan verzadigd', '13 g', 'vezels', '7 g']","['zonder vlees/vis', 'oven', 'italiaans', 'pasta', 'hoofdgerecht']","['traditionele olijfolie', 'courgette', 'Tasty Tom trostomaat', 'diepvries spinazie à la crème', 'Parmigiano Reggiano', 'gegrilde rode paprika', 'citroen', 'ricotta', 'Mutti pizzasaus aromatizzata']",4,45,https://www.ah.nl/allerhande/recept/R-R1187632/groentelasagne-met-ricotta,https://static.ah.nl/static/recepten/img_083432_1024x748_JPG.jpg
734,Biefstuk stroganoff met zelfgemaakte frites,"['energie', '685 kcal', 'koolhydraten', '48 g', 'natrium', '620 mg', 'eiwit', '48 g', 'vet', '32 g', 'waarvan verzadigd', '18 g', 'vezels', '5 g']","['oven', 'hoofdgerecht']","['biefstuk', 'ongezouten roomboter', 'sjalot', 'knoflook', 'kastanjechampignon', 'runderbouillontablet', 'Franse mosterd', 'zuivelspread naturel', 'verse platte peterselie']",4,25,https://www.ah.nl/allerhande/recept/R-R1187630/biefstuk-stroganoff-met-zelfgemaakte-frites,https://static.ah.nl/static/recepten/img_111901_1024x748_JPG.jpg
735,"Plaatpizza met spek, ui &amp; spruiten","['energie', '595 kcal', 'koolhydraten', '60 g', 'natrium', '1155 mg', 'eiwit', '21 g', 'vet', '29 g', 'waarvan verzadigd', '14 g', 'vezels', '7 g']","['oven', 'hoofdgerecht']","['diepvries Italiaans pizzadeeg met olijfolie', 'crème fraîche', 'gedroogde nootmuskaat', 'ui', 'magere gerookte spekreepjes']",4,15,https://www.ah.nl/allerhande/recept/R-R1187629/plaatpizza-met-spek-ui-en-spruiten,https://static.ah.nl/static/recepten/img_083508_1024x748_JPG.jpg
736,Hartige skullpizza's,"['energie', '725 kcal', 'koolhydraten', '104 g', 'natrium', '2125 mg', 'eiwit', '24 g', 'vet', '22 g', 'waarvan verzadigd', '11 g', 'vezels', '8 g']","['zonder vlees/vis', 'oven', 'hoofdgerecht']","['winterpeen', 'paprikamix (rood, groen, geel)', 'Taggia-olijven', 'mais in blik', 'kappertjes', 'geitenkaas belegen 50+']",4,30,https://www.ah.nl/allerhande/recept/R-R1187626/hartige-skullpizza-s,https://static.ah.nl/static/recepten/img_083435_1024x748_JPG.jpg
737,"Ovenschotel met appel, spruiten en salami","['energie', '795 kcal', 'koolhydraten', '46 g', 'natrium', '955 mg', 'eiwit', '21 g', 'vet', '55 g', 'waarvan verzadigd', '16 g', 'vezels', '13 g']","['oven', 'hoofdgerecht']","['rode ui', 'zoete bakaardappelen', 'salami', 'traditionele olijfolie', 'Santana appel', 'feta', 'koelverse babyboerenkool', 'ongebrande walnoten']",4,20,https://www.ah.nl/allerhande/recept/R-R1187611/ovenschotel-met-appel-spruiten-en-salami,https://static.ah.nl/static/recepten/img_083452_1024x748_JPG.jpg
738,Noedels met kip en groenten uit de oven,"['energie', '690 kcal', 'koolhydraten', '78 g', 'natrium', '2095 mg', 'eiwit', '44 g', 'vet', '21 g', 'waarvan verzadigd', '3 g', 'vezels', '6 g']","['oven', 'aziatisch', 'noedels', 'hoofdgerecht']","['kipfilet à la minute', 'woksaus teriyaki', 'eiernoedels', 'verse gember', 'traditionele olijfolie', 'soja-sesam-gemberdressing']",4,25,https://www.ah.nl/allerhande/recept/R-R1187601/noedels-met-kip-en-groenten-uit-de-oven,https://static.ah.nl/static/recepten/img_103119_1024x748_JPG.jpg
739,"Malse kip, groene groenten en aardappelpartjes","['energie', '610 kcal', 'koolhydraten', '56 g', 'natrium', '310 mg', 'eiwit', '29 g', 'vet', '27 g', 'waarvan verzadigd', '5 g', 'vezels', '13 g']","['oven', 'hoofdgerecht']","['knoflook', 'vastkokende aardappelen', 'traditionele olijfolie', 'groene paprika', 'prei', 'citroen', 'kipdijfilet', 'gedroogde rozemarijn', 'Taggia-olijven']",2,20,https://www.ah.nl/allerhande/recept/R-R1187599/malse-kip-groene-groenten-en-aardappelpartjes,https://static.ah.nl/static/recepten/img_082027_1024x748_JPG.jpg
