id,name,nutritions,tags,ingredients,persons,time,url,image
2794,Snelle coq au vin blanc,"[energie, 670 kcal, koolhydraten, 40 g, natrium, 875 mg, eiwit, 28 g, vet, 42 g, waarvan verzadigd, 25 g, vezels, 5 g]","[glutenvrij, vooraf te maken, budget, frans, hoofdgerecht, wat eten we vandaag, stoven]","[bleekselderij, grote winterpeen, ui, verse tijm, gerookte spekreepjes, scharrelkipdijfilet, witte wijn, verse slagroom, aardappelpuree met boter]",4,30,https://www.ah.nl/allerhande/recept/R-R1186242/snelle-coq-au-vin-blanc,https://static.ah.nl/static/recepten/img_074626_1024x748_JPG.jpg
2795,Croque madame met broccolisoep,"[energie, 620 kcal, koolhydraten, 46 g, natrium, 1805 mg, eiwit, 32 g, vet, 33 g, waarvan verzadigd, 19 g, vezels, 5 g]","[budget, oven, brood/sandwiches, hoofdgerecht, wat eten we vandaag]","[broccoli, ongezouten roomboter, knoflook, kraanwater, kippenbouillontablet, tarwebloem, halfvolle melk, pittige geraspte kaas 45+, wit brood, gerookte schouderham, middelgroot ei]",4,30,https://www.ah.nl/allerhande/recept/R-R1186241/croque-madame-met-broccolisoep,https://static.ah.nl/static/recepten/img_074487_1024x748_JPG.jpg
2796,Amandelpannenkoeken met kikkererwtenvulling,"[energie, 820 kcal, koolhydraten, 22 g, natrium, 1060 mg, eiwit, 31 g, vet, 64 g, waarvan verzadigd, 17 g, vezels, 17 g]","[zonder vlees/vis, glutenvrij, hoofdgerecht, wat eten we vandaag, bakken]","[middelgroot ei, sojamelk ongezoet, amandelmeel, kokosolie, cherrytomaten, rode ui, zwarte olijven, bosui, avocado, verse koriander, witte kaasblokjes, kikkererwten in blik, rucola, citroen]",4,25,https://www.ah.nl/allerhande/recept/R-R1186240/amandelpannenkoeken-met-kikkererwtenvulling,https://static.ah.nl/static/recepten/img_074473_1024x748_JPG.jpg
2797,Biefstuk bearnaise met frites en witlofsalade,"[energie, 785 kcal, koolhydraten, 62 g, natrium, 1100 mg, eiwit, 41 g, vet, 39 g, waarvan verzadigd, 12 g, vezels, 12 g]","[glutenvrij, oven, frans, hoofdgerecht, wat eten we vandaag]","[diepvries friet, stronk witlof, Conference peer, biefstuk, ongezouten roomboter, verse peterselie, olijfolie frisse citroen, geitenkaas schijfjes, bearnaisesaus]",4,15,https://www.ah.nl/allerhande/recept/R-R1186239/biefstuk-bearnaise-met-frites-en-witlofsalade,https://static.ah.nl/static/recepten/img_074476_1024x748_JPG.jpg
2798,Drie-kazenquiches met bloemkoolbodem,"[energie, 530 kcal, koolhydraten, 34 g, natrium, 480 mg, eiwit, 29 g, vet, 29 g, waarvan verzadigd, 15 g, vezels, 8 g]","[zonder vlees/vis, glutenvrij, oven, quiche, brunch, lunch, hoofdgerecht]","[bloemkool, middelgroot ei, 3-kleurenquinoa, Parmigiano Reggiano-poeder, diepvries tuinerwten, knoflook, gorgonzola, ricotta, rucola, olijfolie frisse citroen]",4,15,https://www.ah.nl/allerhande/recept/R-R1186235/drie-kazenquiches-met-bloemkoolbodem,https://static.ah.nl/static/recepten/img_106126_1024x748_JPG.jpg
2799,Kip-chorizoburger,"[energie, 990 kcal, koolhydraten, 82 g, natrium, 1590 mg, eiwit, 41 g, vet, 53 g, waarvan verzadigd, 20 g, vezels, 8 g]","[oven, hoofdgerecht, barbecue, vaderdag, keukenmachine]","[verse Vlaamse friet, zout, verse ciabatta, lichtpittige chorizo, kipfilet, komkommer, limoen, crème fraîche, eetrijpe avocado]",4,25,https://www.ah.nl/allerhande/recept/R-R1186233/kip-chorizoburger,https://static.ah.nl/static/recepten/img_080169_1024x748_JPG.jpg
2800,Wortelpasta carbonara met tuinerwten,"[energie, 795 kcal, koolhydraten, 68 g, natrium, 1365 mg, eiwit, 44 g, vet, 36 g, waarvan verzadigd, 15 g, vezels, 10 g]","[snel, italiaans, pasta, hoofdgerecht, wat eten we vandaag]","[magere gerookte spekreepjes, knoflook, Parmigiano Reggiano, Kalamata-olijven zonder pit, middelgroot ei, diepvries tuinerwten, verse groentepasta met wortelen]",4,15,https://www.ah.nl/allerhande/recept/R-R1186232/wortelpasta-carbonara-met-tuinerwten,https://static.ah.nl/static/recepten/img_074638_1024x748_JPG.jpg
2801,Mediterrane rundvleesragout met polenta,"[energie, 685 kcal, koolhydraten, 37 g, natrium, 805 mg, eiwit, 36 g, vet, 38 g, waarvan verzadigd, 22 g, vezels, 6 g]","[vooraf te maken, mediterraan, hoofdgerecht, stoven]","[ribrunderlap, rode ui, knoflook, ongezouten roomboter, takje rozemarijn, aubergine, tomatenpuree, gepelde tomaten in blik, madeira cream sherry, rodewijnazijn, verse slagroom, kippenbouillon van tablet, Manchego kaas, polenta maisgries]",8,40,https://www.ah.nl/allerhande/recept/R-R1186230/mediterrane-rundvleesragout-met-polenta,https://static.ah.nl/static/recepten/img_074425_1024x748_JPG.jpg
2802,Pittige pappardelle met oesterzwam,"[energie, 704 kcal, koolhydraten, 63 g, natrium, 1100 mg, eiwit, 34 g, vet, 38 g, waarvan verzadigd, 15 g, vezels, 5 g]","[italiaans, pasta, hoofdgerecht, wat eten we vandaag, bakken]","[braadworst, rode peper, traditionele olijfolie, knoflook, oesterzwammen, pappardelle, Pecorino Romano, verse platte peterselie]",4,20,https://www.ah.nl/allerhande/recept/R-R1186228/pittige-pappardelle-met-oesterzwam,https://static.ah.nl/static/recepten/img_101918_1024x748_JPG.jpg
2803,Manhattan chowder (mosselsoep),"[energie, 400 kcal, koolhydraten, 38 g, natrium, 2180 mg, eiwit, 37 g, vet, 10 g, waarvan verzadigd, 4 g, vezels, 5 g]","[lactosevrij, slank, amerikaans, soep, hoofdgerecht, maaltijdsoep]","[verse mosselen, visbouillon van tablet, vastkokende aardappel, baconreepjes, cayennepeper, verse gesneden hutspotgroenten, tomatenblokjes, verse bieslook]",4,30,https://www.ah.nl/allerhande/recept/R-R1186226/manhattan-chowder-mosselsoep,https://static.ah.nl/static/recepten/img_074505_1024x748_JPG.jpg
2804,Mosselen in sherry met geroosterde wortel,"[energie, 585 kcal, koolhydraten, 32 g, natrium, 1210 mg, eiwit, 53 g, vet, 22 g, waarvan verzadigd, 11 g, vezels, 4 g]","[glutenvrij, zonder vlees, oven, hoofdgerecht]","[regenboog wortelmix, ongezouten roomboter, verse mosselen, knoflook, medium sherry, verse platte peterselie, citroen]",4,20,https://www.ah.nl/allerhande/recept/R-R1186225/mosselen-in-sherry-met-geroosterde-wortel,https://static.ah.nl/static/recepten/img_074589_1024x748_JPG.jpg
2805,Stoere herfstsalade met mosselen,"[energie, 680 kcal, koolhydraten, 59 g, natrium, 1325 mg, eiwit, 38 g, vet, 31 g, waarvan verzadigd, 8 g, vezels, 4 g]","[mediterraan, salade, hoofdgerecht]","[verse mosselen, kraanwater, chorizo (plakjes), jazz-appel, petit beurre brood, traditionele olijfolie, rodewijnazijn, vloeibare honing, gemengde sla]",4,30,https://www.ah.nl/allerhande/recept/R-R1186224/stoere-herfstsalade-met-mosselen,https://static.ah.nl/static/recepten/img_074632_1024x748_JPG.jpg
2806,Couscous met mosselen en kabeljauw,"[energie, 725 kcal, koolhydraten, 80 g, natrium, 1000 mg, eiwit, 51 g, vet, 20 g, waarvan verzadigd, 4 g, vezels, 11 g]","[lactosevrij, mediterraan, couscous, hoofdgerecht, wat eten we vandaag, stoven]","[couscous, kokend water, ui, venkelknol, verse mosselen, AH Excellent olijfolie knoflook/chilipeper, verse basilicum, passata di pomodoro, verse kabeljauwhaas]",4,25,https://www.ah.nl/allerhande/recept/R-R1186223/couscous-met-mosselen-en-kabeljauw,https://static.ah.nl/static/recepten/img_074486_1024x748_JPG.jpg
2807,Pompoensoep met mangochutney,"[energie, 160 kcal, koolhydraten, 19 g, natrium, 1195 mg, eiwit, 3 g, vet, 7 g, waarvan verzadigd, 3 g, vezels, 3 g]","[vegetarisch, vooraf te maken, budget, indiaas, aziatisch, soep, hoofdgerecht, halloween, wat eten we vandaag, maaltijdsoep]","[verse pompoen, ui, verse gember, arachideolie, Euroma Original spices by Jonnie Boer curry madras, groentebouillontablet, kraanwater, zure room, mangochutney]",4,30,https://www.ah.nl/allerhande/recept/R-R1186219/pompoensoep-met-mangochutney,https://static.ah.nl/static/recepten/img_074620_1024x748_JPG.jpg
2808,Easy pompoenchili,"[energie, 440 kcal, koolhydraten, 27 g, natrium, 350 mg, eiwit, 28 g, vet, 21 g, waarvan verzadigd, 7 g, vezels, 15 g]","[glutenvrij, lactosevrij, mexicaans, hoofdgerecht, wat eten we vandaag, stoven]","[jalapeñopeper, zonnebloemolie, Euroma Original spices Jonny Boer Al-Andalus, rundergehakt, koelverse pompoenstukjes, tomatenblokjes, zwarte bonen, verse koriander]",4,40,https://www.ah.nl/allerhande/recept/R-R1186217/easy-pompoenchili,https://static.ah.nl/static/recepten/img_120121_1024x748_JPG.jpg
2809,Makreel uit de oven met ketjap en sambal met uitjes en bonen,"[energie, 800 kcal, koolhydraten, 85 g, natrium, 1760 mg, eiwit, 32 g, vet, 35 g, waarvan verzadigd, 10 g, vezels, 8 g]","[lactosevrij, oven, aziatisch, rijst, hoofdgerecht, wat eten we vandaag]","[citroen, ketjap manis, sambal oelek, ketchup, kraanwater, verse gerookte makreelfilet, pandanrijst, komkommer, (wittewijn)azijn, verse sperziebonen, gebakken uitjes]",4,30,https://www.ah.nl/allerhande/recept/R-R1186216/makreel-uit-de-oven-met-ketjap-en-sambal-met-uitjes-en-bonen,https://static.ah.nl/static/recepten/img_103752_1024x748_JPG.jpg
2810,Waldorfsalade met kip en aardappeltjes,"[energie, 525 kcal, koolhydraten, 58 g, natrium, 480 mg, eiwit, 23 g, vet, 21 g, waarvan verzadigd, 6 g, vezels, 7 g]","[salade, hoofdgerecht, wat eten we vandaag]","[ongezouten roomboter, aardappelschijfjes, gedroogde Provençaalse kruiden, bleekselderij, pitloze rode druiven, jazz-appel, gerookte scharrelkipfilet, ongebrande walnoten, slasaus met yoghurt]",4,20,https://www.ah.nl/allerhande/recept/R-R1186215/waldorfsalade-met-kip-en-aardappeltjes,https://static.ah.nl/static/recepten/img_110981_1024x748_JPG.jpg
2811,Groenterijke spaghetti bolognese met Parmezaan,"[energie, 960 kcal, koolhydraten, 108 g, natrium, 600 mg, eiwit, 51 g, vet, 34 g, waarvan verzadigd, 14 g, vezels, 9 g]","[italiaans, pasta, hoofdgerecht]","[knoflook, (olijf)olie, rundergehakt, gedroogde Italiaanse kruiden, verse Italiaanse roerbakgroente, tomatenblokjes, balsamicoazijn, verse spaghetti alluovo, Parmigiano Reggiano-poeder]",4,25,https://www.ah.nl/allerhande/recept/R-R1186214/groenterijke-spaghetti-bolognese-met-parmezaan,https://static.ah.nl/static/recepten/img_074272_1024x748_JPG.jpg
2812,"Mexicaanse wraps met kip, kidneybonen en paprika","[energie, 765 kcal, koolhydraten, 64 g, natrium, 1510 mg, eiwit, 39 g, vet, 36 g, waarvan verzadigd, 15 g, vezels, 11 g]","[mexicaans, wrap, hoofdgerecht, wat eten we vandaag, bakken]","[rode ui, paprikamix, verse koriander, arachideolie, kipfiletblokjes, fajita seasoning mix, kidneybonen in pot, tortillawraps, krop ijsbergsla, crème fraîche]",4,25,https://www.ah.nl/allerhande/recept/R-R1186213/mexicaanse-wraps-met-kip-kidneybonen-en-paprika,https://static.ah.nl/static/recepten/img_081674_1024x748_JPG.jpg
2813,Homemade saté met rijst en roerbakgroente,"[energie, 950 kcal, koolhydraten, 100 g, natrium, 1505 mg, eiwit, 43 g, vet, 40 g, waarvan verzadigd, 13 g, vezels, 12 g]","[aziatisch, rijst, hoofdgerecht]","[schouderkarbonade, koelverse sereh citroengras, verse gember, ketjap manis, (arachide)olie, pandanrijst, kraanwater, grote winterpeen, verse oosterse wokgroenten, kant-en-klare satésaus, seroendeng]",4,30,https://www.ah.nl/allerhande/recept/R-R1186212/homemade-sate-met-rijst-en-roerbakgroente,https://static.ah.nl/static/recepten/img_105313_1024x748_JPG.jpg
2814,Broccolistamppot met noten &amp; geitenkaas,"[energie, 520 kcal, koolhydraten, 45 g, natrium, 500 mg, eiwit, 20 g, vet, 26 g, waarvan verzadigd, 9 g, vezels, 12 g]","[zonder vlees/vis, stamppot, hoofdgerecht, wat eten we vandaag]","[kruimige aardappelen, koelvers broccoliroosje, salade-ui, geitenkaas 45+, saladenotenmix, gedroogde dragon, zongedroogde tomaten in pot]",4,20,https://www.ah.nl/allerhande/recept/R-R1186211/broccolistamppot-met-noten-en-geitenkaas,https://static.ah.nl/static/recepten/img_074254_1024x748_JPG.jpg
2815,Gepaneerde schelvis &amp; zoete aardappel ,"[energie, 645 kcal, koolhydraten, 79 g, natrium, 240 mg, eiwit, 34 g, vet, 19 g, waarvan verzadigd, 11 g, vezels, 9 g]",[hoofdgerecht],"[zoete aardappel, ongezouten roomboter, vadouvan kruidenmix, rode peper, tarwebloem, Affligem Blond, middelgroot ei, panko Japans paneermeel, verse schelvis, verse peultjes]",4,30,https://www.ah.nl/allerhande/recept/R-R1186210/gepaneerde-schelvis-en-zoete-aardappel,https://static.ah.nl/static/recepten/img_074250_1024x748_JPG.jpg
2816,"Quinotto met garnalen, spinazie en knolselderij","[energie, 500 kcal, koolhydraten, 49 g, natrium, 1295 mg, eiwit, 35 g, vet, 16 g, waarvan verzadigd, 3 g, vezels, 11 g]","[glutenvrij, hoofdgerecht]","[3-kleurenquinoa, visfond, knolselderij, milde olijfolie, diepvries rauwe gepelde roze garnalen, verse spinazie, halfvolle melk, gedroogde salie, koelverse hüttenkäse kaas]",4,25,https://www.ah.nl/allerhande/recept/R-R1186209/quinotto-met-garnalen-spinazie-en-knolselderij,https://static.ah.nl/static/recepten/img_074204_1024x748_JPG.jpg
2817,Broccoliquiche met tomaatjes,"[energie, 640 kcal, koolhydraten, 29 g, natrium, 320 mg, eiwit, 21 g, vet, 46 g, waarvan verzadigd, 8 g, vezels, 13 g]","[zonder vlees/vis, oven, quiche, hoofdgerecht, keukenmachine]","[havermout, ongebrande hazelnoten, gedroogde dragon, middelgroot ei, zout, olijfolie extra vierge, broccoli, avocado, zachte geitenkaas, cherrytomaten aan de tak]",4,20,https://www.ah.nl/allerhande/recept/R-R1186204/broccoliquiche-met-tomaatjes,https://static.ah.nl/static/recepten/img_074199_1024x748_JPG.jpg
2818,Frittata-soufflé met zoete aardappel,"[energie, 425 kcal, koolhydraten, 27 g, natrium, 430 mg, eiwit, 18 g, vet, 26 g, waarvan verzadigd, 9 g, vezels, 6 g]","[glutenvrij, zonder vlees/vis, oven, hoofdgerecht, wat eten we vandaag]","[zoete aardappel, milde olijfolie, verse gesneden hutspotgroenten, middelgroot ei, witte kaas, zout, verse boerenkool]",4,30,https://www.ah.nl/allerhande/recept/R-R1186203/frittata-souffle-met-zoete-aardappel,https://static.ah.nl/static/recepten/img_074201_1024x748_JPG.jpg
2819,Broccolistamppot met knolselderij en witte bonen,"[energie, 315 kcal, koolhydraten, 24 g, natrium, 1070 mg, eiwit, 26 g, vet, 9 g, waarvan verzadigd, 2 g, vezels, 10 g]","[slank, stamppot, hoofdgerecht]","[broccoli, knolselderij, witte bonen in blik, milde olijfolie, Euroma Original spices by Jonnie Boer curry madras, yorkham, paddenstoelen-seizoensmelange, ongebrande hazelnoten, halfvolle melk]",4,20,https://www.ah.nl/allerhande/recept/R-R1186202/broccolistamppot-met-knolselderij-en-witte-bonen,https://static.ah.nl/static/recepten/img_074202_1024x748_JPG.jpg
2820,"Pad thai met courgettenoedels, kip en pinda’s","[energie, 460 kcal, koolhydraten, 23 g, natrium, 790 mg, eiwit, 39 g, vet, 22 g, waarvan verzadigd, 5 g, vezels, 6 g]","[glutenvrij, lactosevrij, aziatisch, hoofdgerecht, roerbakken/wokken]","[rode peper, knoflook, rijstolie, kipfiletblokjes, courgette, vissaus, vloeibare honing, tamarindepasta, middelgroot ei, ongezouten pindas, verse koriander, taugé, limoen]",4,35,https://www.ah.nl/allerhande/recept/R-R1186201/pad-thai-met-courgettenoedels-kip-en-pinda-s,https://static.ah.nl/static/recepten/img_074203_1024x748_JPG.jpg
2821,Linzen-runderkebab met korianderyoghurt en sla,"[energie, 710 kcal, koolhydraten, 56 g, natrium, 655 mg, eiwit, 33 g, vet, 37 g, waarvan verzadigd, 8 g, vezels, 9 g]","[aziatisch, wrap, hoofdgerecht, wat eten we vandaag, bakken]","[aubergine, knoflook, arachideolie, Euroma Original spices by Jonnie Boer baharat kruidenmix, bruine linzen in blik, verse koriander, rundergehakt, tarwebloem, Griekse yoghurt (0% vet), peppaliciousdressing*, rucolaslamelange, tortillawraps]",4,20,https://www.ah.nl/allerhande/recept/R-R1186200/linzen-runderkebab-met-korianderyoghurt-en-sla,https://static.ah.nl/static/recepten/img_104527_1024x748_JPG.jpg
2822,Krokante pangavis met kriel en frisse tomatensalade,"[energie, 535 kcal, koolhydraten, 59 g, natrium, 535 mg, eiwit, 21 g, vet, 22 g, waarvan verzadigd, 3 g, vezels, 8 g]","[hollands, hoofdgerecht, wat eten we vandaag, bakken]","[Opperdoezer-kriel in de schil, trostomaat, rode ui, verse bieslook, citroen, traditionele olijfolie, rucola slamelange, pangaschnitzels]",4,25,https://www.ah.nl/allerhande/recept/R-R1186199/krokante-pangavis-met-kriel-en-frisse-tomatensalade,https://static.ah.nl/static/recepten/img_074182_1024x748_JPG.jpg
2823,Rijkgevulde lasagne met kip en boerenkool,"[energie, 975 kcal, koolhydraten, 56 g, natrium, 605 mg, eiwit, 33 g, vet, 67 g, waarvan verzadigd, 35 g, vezels, 6 g]","[oven, italiaans, pasta, hoofdgerecht, wat eten we vandaag]","[arachideolie, kipgehakt gekruid, verse boerenkool, Italiaanse roerbakgroente champignons, mascarpone, houdbare halfvolle melk, gedroogde Italiaanse kruiden, verse lasagnebladen, komkommer, azijn]",4,20,https://www.ah.nl/allerhande/recept/R-R1186198/rijkgevulde-lasagne-met-kip-en-boerenkool,https://static.ah.nl/static/recepten/img_115537_1024x748_JPG.jpg
2824,Snelle ovenpasta met broccoli en spekreepjes,"[energie, 565 kcal, koolhydraten, 64 g, natrium, 960 mg, eiwit, 32 g, vet, 17 g, waarvan verzadigd, 7 g, vezels, 13 g]","[budget, oven, pasta, hoofdgerecht, wat eten we vandaag]","[broccoli, penne, gerookte spekreepjes, rode ui, Mutti gezeefde fluweelzachte tomaten basilicum, geraspte jong belegen 30+ kaas]",4,15,https://www.ah.nl/allerhande/recept/R-R1186196/snelle-ovenpasta-met-broccoli-en-spekreepjes,https://static.ah.nl/static/recepten/img_085823_1024x748_JPG.jpg
2825,Spaghetti met tomatensaus &amp; courgette,"[energie, 635 kcal, koolhydraten, 66 g, natrium, 930 mg, eiwit, 25 g, vet, 28 g, waarvan verzadigd, 12 g, vezels, 9 g]","[mediterraan, pasta, hoofdgerecht, wat eten we vandaag]","[volkorenspaghetti, courgette, cherrytomaten, knoflookolijven zonder pit, gesneden jonge kaas, traditionele olijfolie, basis voor pastasaus basilicum]",4,20,https://www.ah.nl/allerhande/recept/R-R1186195/spaghetti-met-tomatensaus-en-courgette,https://static.ah.nl/static/recepten/img_074164_1024x748_JPG.jpg
2826,Ovenschotel met shoarma &amp; ei,"[energie, 575 kcal, koolhydraten, 25 g, natrium, 1370 mg, eiwit, 40 g, vet, 33 g, waarvan verzadigd, 15 g, vezels, 10 g]","[oven, hoofdgerecht, wat eten we vandaag]","[bleekselderij, arachideolie, varkens shoarmareepjes, paprikapoeder, plakken jonge kaas 48+, kidneybonen in pot, witte bonen in tomatensaus, middelgroot ei]",4,10,https://www.ah.nl/allerhande/recept/R-R1186194/ovenschotel-met-shoarma-en-ei,https://static.ah.nl/static/recepten/img_074143_1024x748_JPG.jpg
2827,Gebakken schelvis met notenrijst,"[energie, 635 kcal, koolhydraten, 53 g, natrium, 175 mg, eiwit, 28 g, vet, 33 g, waarvan verzadigd, 5 g, vezels, 7 g]","[rijst, hoofdgerecht, wat eten we vandaag]","[zilvervliesrijst, rode ui, gezouten gebrande noten, traditionele olijfolie, kerriepoeder, gesneden witte kool, verse schelvisfilet, tarwebloem]",4,25,https://www.ah.nl/allerhande/recept/R-R1186192/gebakken-schelvis-met-notenrijst,https://static.ah.nl/static/recepten/img_074127_1024x748_JPG.jpg
2828,Farrosalade met gedroogde tomaat en basilicumpesto,"[energie, 540 kcal, koolhydraten, 51 g, natrium, 410 mg, eiwit, 15 g, vet, 29 g, waarvan verzadigd, 6 g, vezels, 7 g]","[mediterraan, hoofdgerecht, wat eten we vandaag, keukenmachine]","[farro pasta, komkommer, venkelknol, radijs, verse platte peterselie, pomodori secchi bio, verse basilicumpesto, Parmigiano Reggiano]",4,20,https://www.ah.nl/allerhande/recept/R-R1186191/farrosalade-met-gedroogde-tomaat-en-basilicumpesto,https://static.ah.nl/static/recepten/img_074123_1024x748_JPG.jpg
2829,Mediterrane stamppot met rookworst,"[energie, 730 kcal, koolhydraten, 64 g, waarvan suikers, 17 g, natrium, 680 mg, eiwit, 20 g, vet, 42 g, waarvan verzadigd, 11 g, vezels, 9 g]","[lactosevrij, glutenvrij, budget, mediterraan, hollands, stamppot, hoofdgerecht, wat eten we vandaag, koken]","[iets kruimige aardappelen, Gelderse rookworst, middelgrote ui, knoflook, courgette, rode paprika, traditionele olijfolie, gezeefde tomaten]",4,25,https://www.ah.nl/allerhande/recept/R-R1186188/mediterrane-stamppot-met-rookworst,https://static.ah.nl/static/recepten/img_074136_1024x748_JPG.jpg
2830,Pitaburger met avocado &amp; mais-paprikasalade,"[energie, 510 kcal, koolhydraten, 51 g, natrium, 1620 mg, eiwit, 22 g, vet, 22 g, waarvan verzadigd, 6 g, vezels, 10 g]","[lactosevrij, snel, brood/sandwiches, hoofdgerecht, grillen]","[puntpaprikamix, verse bieslook, romaatjes, salsa mild, mais in blik, olijfolie frisse citroen, magere grillburgers, pitabroodje, eetrijpe avocado]",4,15,https://www.ah.nl/allerhande/recept/R-R1186187/pitaburger-met-avocado-en-mais-paprikasalade,https://static.ah.nl/static/recepten/img_074150_1024x748_JPG.jpg
2831,Schelvis in ham met aardappelpuree en spinazie,"[energie, 625 kcal, koolhydraten, 44 g, natrium, 1145 mg, eiwit, 35 g, vet, 33 g, waarvan verzadigd, 15 g, vezels, 7 g]",[hoofdgerecht],"[verse schelvisfilet, verse roomkaas met gember 60+, boeren rauwe ham, arachideolie, verse aardappelpuree, sesamzaad, Euroma Original spices by Jonnie Boer shichimi togarashi, verse spinazie, bosui]",4,16,https://www.ah.nl/allerhande/recept/R-R1186186/schelvis-in-ham-met-aardappelpuree-en-spinazie,https://static.ah.nl/static/recepten/img_074161_1024x748_JPG.jpg
2832,Pappardelle met groentesaus en geitenkaas,"[energie, 510 kcal, koolhydraten, 68 g, natrium, 585 mg, eiwit, 20 g, vet, 16 g, waarvan verzadigd, 8 g, vezels, 7 g]","[vegetarisch, snel, pasta, hoofdgerecht, wat eten we vandaag]","[ui, knoflook, gegrilde rode paprika, Italiaanse champignonroerbakmix, verse pappardelle, gepelde tomaten in blik, zwarte olijven in plakjes, verse peterselie, geitenkaas]",4,14,https://www.ah.nl/allerhande/recept/R-R1186185/pappardelle-met-groentesaus-en-geitenkaas,https://static.ah.nl/static/recepten/img_074146_1024x748_JPG.jpg
2833,Quinoasalade met courgette en amandelen,"[energie, 545 kcal, koolhydraten, 71 g, natrium, 40 mg, eiwit, 16 g, vet, 20 g, waarvan verzadigd, 2 g, vezels, 10 g]","[lactosevrij, gezond, veganistisch, vegetarisch, snel, mediterraan, salade, hoofdgerecht, picknick, wat eten we vandaag, suikerbewust]","[3-kleurenquinoa, gemalen kaneel, diepvries tuinerwten, courgette, traditionele olijfolie, perssinaasappel, verse munt, blanke rozijnen, peen julienne, ongezouten amandelen]",2,15,https://www.ah.nl/allerhande/recept/R-R1186184/quinoasalade-met-courgette-en-amandelen,https://static.ah.nl/static/recepten/img_101304_1024x748_JPG.jpg
2834,"Linzensoep met bleekselderij, wortel, ui en worst","[energie, 440 kcal, koolhydraten, 38 g, natrium, 1660 mg, eiwit, 23 g, vet, 20 g, waarvan verzadigd, 5 g, vezels, 9 g]","[snel, vooraf te maken, soep, hoofdgerecht, wat eten we vandaag, koken, maaltijdsoep]","[kipsaucijzen, arachideolie, bleekselderij, knoflook, verse gesneden hutspotgroenten, karwijzaad, linzen in pot, kippenbouillon van tablet]",4,15,https://www.ah.nl/allerhande/recept/R-R1186183/linzensoep-met-bleekselderij-wortel-ui-en-worst,https://static.ah.nl/static/recepten/img_074135_1024x748_JPG.jpg
2835,"Noedels met kip, bonen, paddenstoelen &amp; sla","[energie, 485 kcal, koolhydraten, 61 g, natrium, 1440 mg, eiwit, 30 g, vet, 12 g, waarvan verzadigd, 21 g, vezels, 4 g]","[lactosevrij, snel, aziatisch, hoofdgerecht, wat eten we vandaag, roerbakken/wokken]","[udon-noedels, babyromainesla, limoen, sojasaus, kipfilethaasje, knoflook, arachideolie, paddenstoelenmix met puntpaprika en zoete ui, verse gesneden snijbonen, oestersaus]",4,15,https://www.ah.nl/allerhande/recept/R-R1186181/noedels-met-kip-bonen-paddenstoelen-en-sla,https://static.ah.nl/static/recepten/img_074140_1024x748_JPG.jpg
2836,Pappardelle met gorgonzola,"[energie, 500 kcal, koolhydraten, 58 g, natrium, 295 mg, eiwit, 20 g, vet, 20 g, waarvan verzadigd, 9 g, vezels, 5 g]","[zonder vlees/vis, snel, italiaans, pasta, hoofdgerecht, wat eten we vandaag, 5-ingrediënten]","[pappardelle, paddenstoelenmelange, gorgonzola dolce, knoflook, verse platte peterselie, traditionele olijfolie]",4,15,https://www.ah.nl/allerhande/recept/R-R1186178/pappardelle-met-gorgonzola,https://static.ah.nl/static/recepten/img_074145_1024x748_JPG.jpg
2837,Erik van Loos zuurvlees,"[energie, 520 kcal, koolhydraten, 22 g, natrium, 195 mg, eiwit, 42 g, vet, 29 g, waarvan verzadigd, 10 g, vezels, 2 g]","[lactosevrij, vooraf te maken, hollands, hoofdgerecht, wat eten we vandaag, stoven]","[ui, ribrunderlap, peperkorrels, kruidnagel, gedroogde laurierblaadjes, gemalen nootmuskaat, blanke azijn, kraanwater, arachideolie, ontbijtkoek, rinse appelstroop, bruine suiker, zilveruitjes, balsamicoazijn]",4,180,https://www.ah.nl/allerhande/recept/R-R1186177/erik-van-loo-s-zuurvlees,https://static.ah.nl/static/recepten/img_074262_1024x748_JPG.jpg
2838,Zwarte tagliatelle met mosselen in tomatensaus,"[energie, 720 kcal, koolhydraten, 78 g, natrium, 700 mg, eiwit, 39 g, vet, 26 g, waarvan verzadigd, 15 g, vezels, 10 g]","[italiaans, pasta, hoofdgerecht, wat eten we vandaag, koken]","[verse mosselen, knoflook, ongezouten roomboter, gedroogde oregano, chilipoeder, zwarte tagliatelle, gezeefde tomaten, crème fraîche, diepvries tuinerwten, koelvers gekookte mosselen]",4,20,https://www.ah.nl/allerhande/recept/R-R1186176/zwarte-tagliatelle-met-mosselen-in-tomatensaus,https://static.ah.nl/static/recepten/img_074179_1024x748_JPG.jpg
2839,"Truffelgnocchi met haricots verts, ei en fricandeau","[energie, 460 kcal, koolhydraten, 49 g, natrium, 695 mg, eiwit, 20 g, vet, 19 g, waarvan verzadigd, 4 g, vezels, 6 g]","[italiaans, pasta, hoofdgerecht, wat eten we vandaag, bakken]","[middelgroot ei, verse haricots verts, ongezouten roomboter, gnocchi, gedroogde dragon, ui, knoflook, truffel-paddenstoelentapenade, gebraden fricandeau]",4,20,https://www.ah.nl/allerhande/recept/R-R1186175/truffelgnocchi-met-haricots-verts-ei-en-fricandeau,https://static.ah.nl/static/recepten/img_074173_1024x748_JPG.jpg
